EBITDAMargin,accumulatedOtherComprehensiveIncome,accumulatedRetainedEarningsDeficit,assetTurnover,assets,assetsAverage,assetsCurrent,assetsNonCurrent,averageEquity,bookValuePerShare,calendarDate,capitalExpenditure,cashAndEquivalents,cashAndEquivalentsUSD,consolidatedIncome,costOfRevenue,currentLiabilities,currentRatio,dateKey,debt,debtCurrent,debtNonCurrent,debtToEquityRatio,debtUSD,deferredRevenue,deposits,depreciationAmortizationAndAccretion,dividendYield,dividendsPerBasicCommonShare,earningBeforeInterestTaxes,earningBeforeInterestTaxesUSD,earningsBeforeInterestTaxesDepreciationAmortization,earningsBeforeInterestTaxesDepreciationAmortizationUSD,earningsBeforeTax,earningsPerBasicShare,earningsPerBasicShareUSD,earningsPerDilutedShare,effectOfExchangeRateChangesOnCash,enterpriseValue,enterpriseValueOverEBIT,enterpriseValueOverEBITDA,foreignCurrencyUSDExchangeRate,freeCashFlow,freeCashFlowPerShare,goodwillAndIntangibleAssets,grossMargin,grossProfit,incomeTaxExpense,interestExpense,inventory,investedCapital,investedCapitalAverage,investments,investmentsCurrent,investmentsNonCurrent,issuanceDebtSecurities,issuanceEquityShares,liabilitiesNonCurrent,marketCapitalization,netCashFlow,netCashFlowBusinessAcquisitionsDisposals,netCashFlowFromFinancing,netCashFlowFromInvesting,netCashFlowFromOperations,netCashFlowInvestmentAcquisitionsDisposals,netIncome,netIncomeCommonStock,netIncomeCommonStockUSD,netIncomeToNonControllingInterests,netLossIncomeFromDiscontinuedOperations,operatingExpenses,operatingIncome,paymentDividendsOtherCashDistributions,payoutRatio,period,preferredDividendsIncomeStatementImpact,priceEarnings,priceSales,priceToBookValue,priceToEarningsRatio,priceToSalesRatio,profitMargin,propertyPlantEquipmentNet,reportPeriod,researchAndDevelopmentExpense,returnOnAverageAssets,returnOnAverageEquity,returnOnInvestedCapital,returnOnSales,revenues,revenuesUSD,salesPerShare,sellingGeneralAndAdministrativeExpense,shareBasedCompensation,shareFactor,sharePriceAdjustedClose,shareholdersEquity,shareholdersEquityUSD,shares,tangibleAssetValue,tangibleAssetsBookValuePerShare,taxAssets,taxLiabilities,ticker,totalLiabilities,tradeAndNonTradePayables,tradeAndNonTradeReceivables,updated,weightedAverageShares,weightedAverageSharesDiluted,workingCapital
0.466,666000000.0,33418000000.0,,91956000000.0,,27730000000.0,64226000000.0,,11.714,2014-12-31,-2143000000.0,2561000000.0,2561000000.0,3661000000.0,5100000000.0,16019000000.0,1.731,2015-02-13,13711000000.0,1604000000.0,12107000000.0,0.646,13711000000.0,2205000000.0,0.0,2174000000.0,0.027,0.465,4686000000.0,4686000000.0,6860000000.0,6860000000.0,4659000000.0,0.76,0.76,0.73,-10000000.0,173878960000.0,11.0,7.153,1,3628000000.0,0.761,15307000000.0,0.654,9621000000.0,998000000.0,27000000.0,4273000000.0,71780000000.0,,20613000000.0,11493000000.0,9120000000.0,437000000.0,-3592000000.0,20072000000.0,162728960000.0,-582000000.0,-741000000.0,-4439000000.0,-1904000000.0,5771000000.0,569000000.0,3661000000.0,3661000000.0,3661000000.0,0.0,0.0,5168000000.0,4453000000.0,-1069000000.0,0.612,Q,0.0,13.904,2.913,2.913,14.377,3.014,0.249,33238000000.0,2014-12-27,2990000000.0,,,,,14721000000.0,14721000000.0,3.087,2049000000.0,268000000.0,1.0,34.36,55865000000.0,55865000000.0,4736000000.0,76649000000.0,16.072,1958000000.0,3775000000.0,INTC,36091000000.0,2748000000.0,4427000000.0,2020-04-24,4769000000.0,4939000000.0,11711000000.0
0.465,946000000.0,33233000000.0,,90616000000.0,,27509000000.0,63107000000.0,,11.49,2014-09-30,-2445000000.0,3143000000.0,3143000000.0,3317000000.0,5096000000.0,14904000000.0,1.846,2014-10-29,13267000000.0,1164000000.0,12103000000.0,0.616,13267000000.0,2189000000.0,0.0,2198000000.0,0.027,0.225,4575000000.0,4575000000.0,6773000000.0,6773000000.0,4550000000.0,0.68,0.68,0.66,-6000000.0,174127200000.0,12.0,7.575,1,3248000000.0,0.666,14935000000.0,0.65,9458000000.0,1233000000.0,25000000.0,4115000000.0,70901000000.0,,21118000000.0,12451000000.0,8667000000.0,65000000.0,-3621000000.0,19639000000.0,164003200000.0,94000000.0,-56000000.0,-4607000000.0,-986000000.0,5693000000.0,1514000000.0,3317000000.0,3317000000.0,3317000000.0,0.0,0.0,4918000000.0,4540000000.0,-1095000000.0,0.331,Q,0.0,15.373,2.983,2.925,15.704,3.011,0.228,33135000000.0,2014-09-27,2842000000.0,,,,,14554000000.0,14554000000.0,2.982,1979000000.0,237000000.0,1.0,33.92,56073000000.0,56073000000.0,4835000000.0,75681000000.0,15.508,1674000000.0,3551000000.0,INTC,34543000000.0,2597000000.0,3647000000.0,2020-04-24,4880000000.0,5045000000.0,12605000000.0
0.442,1120000000.0,35652000000.0,,91793000000.0,,29006000000.0,62787000000.0,,11.895,2014-06-30,-2828000000.0,3049000000.0,3049000000.0,2796000000.0,4914000000.0,12251000000.0,2.368,2014-07-25,13194000000.0,14000000.0,13180000000.0,0.549,13194000000.0,2171000000.0,0.0,2170000000.0,0.026,0.225,3939000000.0,3939000000.0,6109000000.0,6109000000.0,3922000000.0,0.56,0.56,0.55,0.0,179716750000.0,13.0,8.099,1,2625000000.0,0.527,15318000000.0,0.645,8917000000.0,1126000000.0,17000000.0,3943000000.0,74369000000.0,,22490000000.0,14262000000.0,8228000000.0,-22000000.0,-1826000000.0,20295000000.0,169571750000.0,-1728000000.0,-179000000.0,-2915000000.0,-4266000000.0,5453000000.0,-1438000000.0,2796000000.0,2796000000.0,2796000000.0,0.0,0.0,5073000000.0,3844000000.0,-1126000000.0,0.402,Q,0.0,16.462,3.145,2.862,16.546,3.164,0.202,33115000000.0,2014-06-28,2859000000.0,,,,,13831000000.0,13831000000.0,2.777,2061000000.0,245000000.0,1.0,34.25,59247000000.0,59247000000.0,4951000000.0,76475000000.0,15.353,2255000000.0,4187000000.0,INTC,32546000000.0,2960000000.0,3489000000.0,2020-04-24,4981000000.0,5123000000.0,16755000000.0
0.358,1156000000.0,34716000000.0,,91932000000.0,,30554000000.0,61378000000.0,,11.668,2014-03-31,-2689000000.0,4777000000.0,4777000000.0,1930000000.0,5151000000.0,13552000000.0,2.255,2014-04-25,13208000000.0,36000000.0,13172000000.0,0.584,13208000000.0,2171000000.0,0.0,2007000000.0,0.034,0.0,2558000000.0,2558000000.0,4565000000.0,4565000000.0,2670000000.0,0.39,0.39,0.38,1000000.0,139153280000.0,11.0,6.689,1,812000000.0,0.163,15580000000.0,0.596,7613000000.0,740000000.0,-112000000.0,3763000000.0,71231000000.0,,22119000000.0,14269000000.0,7850000000.0,-245000000.0,-93000000.0,20342000000.0,130722280000.0,-897000000.0,42000000.0,-1650000000.0,-2749000000.0,3501000000.0,-90000000.0,1930000000.0,1930000000.0,1930000000.0,0.0,0.0,5103000000.0,2510000000.0,-1119000000.0,0.0,Q,0.0,13.753,2.471,2.252,13.749,2.47,0.151,32502000000.0,2014-03-29,2846000000.0,,,,,12764000000.0,12764000000.0,2.566,2047000000.0,276000000.0,1.0,26.26,58038000000.0,58038000000.0,4978000000.0,76352000000.0,15.35,2507000000.0,4302000000.0,INTC,33894000000.0,3010000000.0,3505000000.0,2020-04-24,4974000000.0,5117000000.0,17002000000.0
0.4,1243000000.0,35477000000.0,,92358000000.0,,32084000000.0,60274000000.0,,11.714,2013-12-31,-2948000000.0,5674000000.0,5674000000.0,2625000000.0,5263000000.0,13568000000.0,2.365,2014-02-14,13446000000.0,281000000.0,13165000000.0,0.585,13446000000.0,2096000000.0,0.0,1956000000.0,0.036,0.45,3583000000.0,3583000000.0,5539000000.0,5539000000.0,3551000000.0,0.53,0.53,0.52,-2000000.0,130853860000.0,10.0,6.293,1,3090000000.0,0.621,15663000000.0,0.62,8571000000.0,926000000.0,32000000.0,4172000000.0,70899000000.0,,22107000000.0,14413000000.0,7694000000.0,-69000000.0,-261000000.0,20534000000.0,123081860000.0,793000000.0,-43000000.0,-1322000000.0,-3921000000.0,6038000000.0,-727000000.0,2625000000.0,2625000000.0,2625000000.0,0.0,0.0,5022000000.0,3549000000.0,-1121000000.0,0.849,Q,0.0,12.794,2.335,2.113,12.76,2.334,0.19,31428000000.0,2013-12-28,2826000000.0,,,,,13834000000.0,13834000000.0,2.782,2006000000.0,256000000.0,1.0,24.755,58256000000.0,58256000000.0,4972000000.0,76695000000.0,15.422,2594000000.0,4397000000.0,INTC,34102000000.0,2969000000.0,3582000000.0,2020-04-24,4973000000.0,5103000000.0,18516000000.0
0.443,1048000000.0,33291000000.0,,90551000000.0,,31350000000.0,59201000000.0,,11.133,2013-09-30,-2866000000.0,4881000000.0,4881000000.0,2950000000.0,5069000000.0,13875000000.0,2.259,2013-10-28,13507000000.0,350000000.0,13157000000.0,0.633,13507000000.0,2093000000.0,0.0,2021000000.0,0.037,0.225,3956000000.0,3956000000.0,5977000000.0,5977000000.0,3924000000.0,0.59,0.59,0.58,1000000.0,129719560000.0,10.0,6.336,1,2865000000.0,0.575,15901000000.0,0.624,8414000000.0,974000000.0,32000000.0,4533000000.0,69401000000.0,,22362000000.0,14265000000.0,8097000000.0,87000000.0,-276000000.0,21224000000.0,121093560000.0,1103000000.0,-498000000.0,-1306000000.0,-3323000000.0,5731000000.0,-301000000.0,2950000000.0,2950000000.0,2950000000.0,0.0,0.0,4910000000.0,3504000000.0,-1121000000.0,0.381,Q,0.0,12.797,2.313,2.184,12.889,2.318,0.219,30346000000.0,2013-09-28,2742000000.0,,,,,13483000000.0,13483000000.0,2.707,1970000000.0,264000000.0,1.0,24.36,55452000000.0,55452000000.0,4971000000.0,74650000000.0,14.987,2435000000.0,4384000000.0,INTC,35099000000.0,2996000000.0,3719000000.0,2020-04-24,4981000000.0,5100000000.0,17475000000.0
0.369,145000000.0,33017000000.0,,85661000000.0,,29048000000.0,56613000000.0,,10.816,2013-06-30,-2723000000.0,3778000000.0,3778000000.0,2000000000.0,5341000000.0,11389000000.0,2.551,2013-07-29,13413000000.0,263000000.0,13150000000.0,0.591,13413000000.0,1971000000.0,0.0,1991000000.0,0.039,0.225,2730000000.0,2730000000.0,4721000000.0,4721000000.0,2693000000.0,0.4,0.4,0.39,2000000.0,125416680000.0,10.0,6.183,1,1999000000.0,0.402,15625000000.0,0.583,7470000000.0,693000000.0,37000000.0,4542000000.0,68282000000.0,,20575000000.0,13572000000.0,7003000000.0,175000000.0,-221000000.0,20432000000.0,115781680000.0,-1920000000.0,-286000000.0,-1132000000.0,-5512000000.0,4722000000.0,-2592000000.0,2000000000.0,2000000000.0,2000000000.0,0.0,0.0,4751000000.0,2719000000.0,-1123000000.0,0.563,Q,0.0,12.207,2.213,2.15,12.296,2.211,0.156,29345000000.0,2013-06-29,2516000000.0,,,,,12811000000.0,12811000000.0,2.574,2165000000.0,255000000.0,1.0,23.24,53840000000.0,53840000000.0,4982000000.0,70036000000.0,14.069,2121000000.0,3709000000.0,INTC,31821000000.0,2864000000.0,3474000000.0,2020-04-24,4978000000.0,5106000000.0,17659000000.0
0.362,-410000000.0,31506000000.0,,83083000000.0,,28677000000.0,54406000000.0,,10.346,2013-03-31,-2174000000.0,5698000000.0,5698000000.0,2045000000.0,5514000000.0,11798000000.0,2.431,2013-04-29,13231000000.0,88000000.0,13143000000.0,0.623,13231000000.0,1901000000.0,0.0,2064000000.0,0.037,0.0,2493000000.0,2493000000.0,4557000000.0,4557000000.0,2443000000.0,0.41,0.41,0.4,-10000000.0,125643960000.0,9.0,5.904,1,2111000000.0,0.427,15563000000.0,0.562,7066000000.0,398000000.0,50000000.0,4358000000.0,63255000000.0,,17382000000.0,11375000000.0,6007000000.0,-224000000.0,-94000000.0,20091000000.0,118110960000.0,-2780000000.0,-98000000.0,-1738000000.0,-5317000000.0,4285000000.0,-3107000000.0,2045000000.0,2045000000.0,2045000000.0,0.0,0.0,4547000000.0,2519000000.0,-1114000000.0,0.0,Q,0.0,11.454,2.228,2.307,11.59,2.218,0.163,28418000000.0,2013-03-30,2527000000.0,,,,,12580000000.0,12580000000.0,2.542,1947000000.0,294000000.0,1.0,23.76,51194000000.0,51194000000.0,4971000000.0,67520000000.0,13.646,2109000000.0,3427000000.0,INTC,31889000000.0,2654000000.0,3536000000.0,2020-04-24,4948000000.0,5080000000.0,16879000000.0
0.387,-399000000.0,32138000000.0,,84351000000.0,,31358000000.0,52993000000.0,,10.311,2012-12-31,-2504000000.0,8478000000.0,8478000000.0,2468000000.0,5660000000.0,12898000000.0,2.431,2013-02-19,13448000000.0,312000000.0,13136000000.0,0.647,13448000000.0,1932000000.0,0.0,2005000000.0,0.042,0.45,3215000000.0,3215000000.0,5220000000.0,5220000000.0,3204000000.0,0.49,0.49,0.48,-3000000.0,109256410000.0,7.0,4.899,1,3522000000.0,0.709,15945000000.0,0.58,7817000000.0,736000000.0,11000000.0,4734000000.0,60478000000.0,,14601000000.0,9684000000.0,4917000000.0,6255000000.0,-884000000.0,20250000000.0,104286410000.0,4958000000.0,-70000000.0,4267000000.0,-5332000000.0,6026000000.0,-2518000000.0,2468000000.0,2468000000.0,2468000000.0,0.0,0.0,4662000000.0,3155000000.0,-1119000000.0,0.918,Q,0.0,9.476,1.955,2.037,9.584,1.975,0.183,27983000000.0,2012-12-29,2629000000.0,,,,,13477000000.0,13477000000.0,2.714,1958000000.0,269000000.0,1.0,21.085,51203000000.0,51203000000.0,4946000000.0,68406000000.0,13.775,2117000000.0,3412000000.0,INTC,33148000000.0,3023000000.0,3833000000.0,2020-04-24,4966000000.0,5097000000.0,18460000000.0
0.43,-501000000.0,30492000000.0,,74441000000.0,,23014000000.0,51427000000.0,,9.862,2012-09-30,-2887000000.0,3520000000.0,3520000000.0,2972000000.0,4942000000.0,11953000000.0,1.925,2012-10-31,7156000000.0,56000000.0,7100000000.0,0.511,7156000000.0,1954000000.0,0.0,1893000000.0,0.04,0.225,3894000000.0,3894000000.0,5787000000.0,5787000000.0,3921000000.0,0.59,0.59,0.58,6000000.0,111266880000.0,7.0,4.778,1,2260000000.0,0.452,15844000000.0,0.633,8515000000.0,949000000.0,-27000000.0,5319000000.0,50280000000.0,,11338000000.0,6945000000.0,4393000000.0,-36000000.0,-881000000.0,13219000000.0,107630880000.0,-1703000000.0,-110000000.0,-2004000000.0,-4852000000.0,5147000000.0,-1523000000.0,2972000000.0,2972000000.0,2972000000.0,0.0,0.0,4674000000.0,3841000000.0,-1125000000.0,0.381,Q,0.0,9.047,2.002,2.185,9.165,2.01,0.221,27157000000.0,2012-09-29,2605000000.0,,,,,13457000000.0,13457000000.0,2.694,1995000000.0,271000000.0,1.0,21.63,49269000000.0,49269000000.0,4976000000.0,58597000000.0,11.729,1633000000.0,2904000000.0,INTC,25172000000.0,3188000000.0,3938000000.0,2020-04-24,4996000000.0,5153000000.0,11061000000.0
0.424,-857000000.0,30753000000.0,,72352000000.0,,25785000000.0,46567000000.0,,9.713,2012-06-30,-2662000000.0,5223000000.0,5223000000.0,2827000000.0,4947000000.0,10538000000.0,2.447,2012-08-01,7185000000.0,92000000.0,7093000000.0,0.483,7185000000.0,1915000000.0,0.0,1839000000.0,0.032,0.0,3879000000.0,3879000000.0,5718000000.0,5718000000.0,3934000000.0,0.56,0.56,0.54,-4000000.0,131689790000.0,8.0,5.509,1,2077000000.0,0.414,15416000000.0,0.634,8554000000.0,1107000000.0,-55000000.0,4904000000.0,48360000000.0,,9592000000.0,8425000000.0,1167000000.0,-270000000.0,-959000000.0,13035000000.0,129727790000.0,794000000.0,323000000.0,-2176000000.0,-1765000000.0,4739000000.0,508000000.0,2827000000.0,2827000000.0,2827000000.0,0.0,0.0,4722000000.0,3832000000.0,-1057000000.0,0.0,Q,0.0,10.468,2.379,2.66,10.627,2.388,0.209,25976000000.0,2012-06-30,2513000000.0,,,,,13501000000.0,13501000000.0,2.688,2131000000.0,165000000.0,1.0,25.93,48779000000.0,48779000000.0,5003000000.0,56936000000.0,11.337,1517000000.0,2775000000.0,INTC,23573000000.0,3269000000.0,3544000000.0,2020-04-24,5022000000.0,5199000000.0,15247000000.0
0.432,-604000000.0,28983000000.0,,71817000000.0,,25421000000.0,46396000000.0,,9.354,2012-03-31,-2974000000.0,4429000000.0,4429000000.0,2738000000.0,4641000000.0,11941000000.0,2.129,2012-05-04,7450000000.0,362000000.0,7088000000.0,0.536,7450000000.0,2001000000.0,0.0,1785000000.0,0.03,0.21,3791000000.0,3791000000.0,5576000000.0,5576000000.0,3814000000.0,0.55,0.55,0.53,-2000000.0,143385900000.0,8.0,6.075,1,-2000000.0,0.0,15452000000.0,0.64,8265000000.0,1076000000.0,-23000000.0,4489000000.0,47445000000.0,,10641000000.0,9324000000.0,1317000000.0,115000000.0,-275000000.0,13116000000.0,140364900000.0,-636000000.0,-176000000.0,-1495000000.0,-2111000000.0,2972000000.0,979000000.0,2738000000.0,2738000000.0,2738000000.0,0.0,0.0,4455000000.0,3810000000.0,-1049000000.0,0.382,Q,0.0,11.211,2.597,3.002,11.434,2.58,0.212,25027000000.0,2012-03-31,2401000000.0,,,,,12906000000.0,12906000000.0,2.582,1973000000.0,255000000.0,1.0,27.9,46760000000.0,46760000000.0,5031000000.0,56365000000.0,11.275,1794000000.0,2793000000.0,INTC,25057000000.0,2993000000.0,4037000000.0,2020-04-24,4999000000.0,5192000000.0,13480000000.0
0.447,-781000000.0,29656000000.0,,71119000000.0,,25872000000.0,45247000000.0,,9.05,2011-12-31,-2844000000.0,5065000000.0,5065000000.0,3360000000.0,4935000000.0,12028000000.0,2.151,2012-02-23,7331000000.0,247000000.0,7084000000.0,0.549,7331000000.0,1929000000.0,0.0,1589000000.0,0.03,0.21,4616000000.0,4616000000.0,6205000000.0,6205000000.0,4587000000.0,0.66,0.66,0.64,-5000000.0,135459360000.0,8.0,5.727,1,3786000000.0,0.746,15521000000.0,0.645,8952000000.0,1227000000.0,29000000.0,4096000000.0,45836000000.0,,11223000000.0,9772000000.0,1451000000.0,181000000.0,-3033000000.0,13180000000.0,133193360000.0,-1992000000.0,-244000000.0,-3850000000.0,-4767000000.0,6630000000.0,-1731000000.0,3360000000.0,3360000000.0,3360000000.0,0.0,0.0,4353000000.0,4599000000.0,-1070000000.0,0.318,Q,0.0,10.292,2.467,2.901,10.837,2.595,0.242,23627000000.0,2011-12-31,2308000000.0,,,,,13887000000.0,13887000000.0,2.737,1973000000.0,232000000.0,1.0,26.66,45911000000.0,45911000000.0,4996000000.0,55598000000.0,10.96,1700000000.0,2617000000.0,INTC,25208000000.0,2956000000.0,3650000000.0,2020-04-24,5073000000.0,5246000000.0,13844000000.0
0.45,-32000000.0,29902000000.0,,70551000000.0,,26698000000.0,43853000000.0,,8.879,2011-09-30,-2713000000.0,7057000000.0,7057000000.0,3468000000.0,5215000000.0,11909000000.0,2.242,2011-11-04,7142000000.0,66000000.0,7076000000.0,0.53,7142000000.0,1917000000.0,0.0,1529000000.0,0.033,0.21,4877000000.0,4877000000.0,6406000000.0,6406000000.0,4892000000.0,0.67,0.67,0.65,-3000000.0,120969080000.0,7.0,5.309,1,3636000000.0,0.7,15583000000.0,0.634,9018000000.0,1424000000.0,-15000000.0,3959000000.0,43144000000.0,,9515000000.0,8141000000.0,1374000000.0,4957000000.0,-3669000000.0,12525000000.0,120884080000.0,2422000000.0,-186000000.0,183000000.0,-4107000000.0,6349000000.0,-1293000000.0,3468000000.0,3468000000.0,3468000000.0,0.0,0.0,4233000000.0,4785000000.0,-1102000000.0,0.313,Q,0.0,9.472,2.344,2.621,9.975,2.391,0.244,22157000000.0,2011-10-01,2140000000.0,,,,,14233000000.0,14233000000.0,2.74,2017000000.0,248000000.0,1.0,23.74,46117000000.0,46117000000.0,5092000000.0,54968000000.0,10.583,2011000000.0,2954000000.0,INTC,24434000000.0,2999000000.0,3821000000.0,2020-04-24,5194000000.0,5340000000.0,14789000000.0
0.415,466000000.0,32012000000.0,,66089000000.0,,23102000000.0,42987000000.0,,9.203,2011-06-30,-2484000000.0,4635000000.0,4635000000.0,2954000000.0,5130000000.0,10354000000.0,2.231,2011-08-08,2161000000.0,71000000.0,2090000000.0,0.356,2161000000.0,1824000000.0,0.0,1504000000.0,0.036,0.21,3910000000.0,3910000000.0,5414000000.0,5414000000.0,3931000000.0,0.56,0.56,0.54,4000000.0,103123610000.0,6.0,4.745,1,1487000000.0,0.281,15841000000.0,0.606,7902000000.0,977000000.0,-21000000.0,4030000000.0,37420000000.0,,8796000000.0,6912000000.0,1884000000.0,17000000.0,-1826000000.0,7012000000.0,105597610000.0,447000000.0,-75000000.0,-2745000000.0,-783000000.0,3971000000.0,1742000000.0,2954000000.0,2954000000.0,2954000000.0,0.0,0.0,3967000000.0,3935000000.0,-961000000.0,0.375,Q,0.0,8.621,2.18,2.167,8.978,2.198,0.227,20778000000.0,2011-07-02,1986000000.0,,,,,13032000000.0,13032000000.0,2.462,1905000000.0,237000000.0,1.0,20.11,48723000000.0,48723000000.0,5251000000.0,50248000000.0,9.491,1973000000.0,2403000000.0,INTC,17366000000.0,2742000000.0,3359000000.0,2020-04-24,5294000000.0,5441000000.0,12748000000.0
0.438,481000000.0,30597000000.0,,65552000000.0,,22795000000.0,42757000000.0,,8.685,2011-03-31,-2723000000.0,4188000000.0,4188000000.0,3160000000.0,4962000000.0,11565000000.0,1.971,2011-05-09,2137000000.0,54000000.0,2083000000.0,0.384,2137000000.0,1813000000.0,0.0,1442000000.0,0.03,0.181,4186000000.0,4186000000.0,5628000000.0,5628000000.0,4371000000.0,0.58,0.58,0.56,9000000.0,118622520000.0,7.0,5.481,1,1290000000.0,0.237,15941000000.0,0.614,7885000000.0,1211000000.0,-185000000.0,4099000000.0,35995000000.0,,10633000000.0,7790000000.0,2843000000.0,16000000.0,-3767000000.0,6638000000.0,120673520000.0,-1310000000.0,-8166000000.0,-4688000000.0,-644000000.0,4013000000.0,10112000000.0,3160000000.0,3160000000.0,3160000000.0,0.0,0.0,3727000000.0,4158000000.0,-994000000.0,0.312,Q,0.0,9.906,2.614,2.549,10.345,2.688,0.246,19559000000.0,2011-04-02,1916000000.0,,,,,12847000000.0,12847000000.0,2.356,1775000000.0,299000000.0,1.0,22.76,47349000000.0,47349000000.0,5302000000.0,49611000000.0,9.1,1906000000.0,2779000000.0,INTC,18203000000.0,2757000000.0,3542000000.0,2020-04-24,5452000000.0,5606000000.0,11230000000.0
0.466,333000000.0,32919000000.0,,63186000000.0,,31611000000.0,31575000000.0,,8.903,2010-12-31,-1869000000.0,5498000000.0,5498000000.0,3180000000.0,4051000000.0,9327000000.0,3.389,2011-02-18,2115000000.0,38000000.0,2077000000.0,0.278,2115000000.0,622000000.0,0.0,1206000000.0,0.03,0.339,4132000000.0,4132000000.0,5338000000.0,5338000000.0,4163000000.0,0.57,0.57,0.56,0.0,118121320000.0,7.0,5.741,1,3681000000.0,0.663,4531000000.0,0.646,7406000000.0,983000000.0,-31000000.0,3757000000.0,45945000000.0,,20421000000.0,16387000000.0,4034000000.0,-221000000.0,-1462000000.0,4429000000.0,121504320000.0,-19000000.0,-148000000.0,-2597000000.0,-2972000000.0,5550000000.0,-966000000.0,3180000000.0,3180000000.0,3180000000.0,0.0,0.0,3383000000.0,4023000000.0,-879000000.0,0.595,Q,0.0,10.599,2.785,2.458,10.748,2.819,0.278,17899000000.0,2010-12-25,1671000000.0,,,,,11457000000.0,11457000000.0,2.064,1705000000.0,211000000.0,1.0,22.14,49430000000.0,49430000000.0,5488000000.0,58655000000.0,10.565,1488000000.0,1116000000.0,INTC,13756000000.0,2290000000.0,2867000000.0,2020-04-24,5552000000.0,5699000000.0,22284000000.0
0.482,531000000.0,31069000000.0,,60588000000.0,,29499000000.0,31089000000.0,,8.555,2010-09-30,-1362000000.0,5517000000.0,5517000000.0,2955000000.0,3781000000.0,8837000000.0,3.338,2010-11-02,2332000000.0,259000000.0,2073000000.0,0.27,2332000000.0,626000000.0,0.0,1142000000.0,0.03,0.158,4213000000.0,4213000000.0,5355000000.0,5355000000.0,4251000000.0,0.53,0.53,0.52,0.0,110271520000.0,8.0,5.805,1,2215000000.0,0.397,4481000000.0,0.659,7321000000.0,1296000000.0,-38000000.0,3423000000.0,44085000000.0,,19769000000.0,15233000000.0,4536000000.0,44000000.0,146000000.0,4055000000.0,113456520000.0,3000000.0,0.0,-649000000.0,-2925000000.0,3577000000.0,-1736000000.0,2955000000.0,2955000000.0,2955000000.0,0.0,0.0,3185000000.0,4136000000.0,-877000000.0,0.298,Q,0.0,10.738,2.655,2.379,10.649,2.653,0.266,17189000000.0,2010-09-25,1675000000.0,,,,,11102000000.0,11102000000.0,1.991,1506000000.0,223000000.0,1.0,20.34,47696000000.0,47696000000.0,5578000000.0,56107000000.0,10.064,1233000000.0,855000000.0,INTC,12892000000.0,1903000000.0,2911000000.0,2020-04-24,5575000000.0,5694000000.0,20662000000.0
0.494,231000000.0,29869000000.0,,57691000000.0,,26464000000.0,31227000000.0,,8.24,2010-06-30,-1048000000.0,5514000000.0,5514000000.0,2887000000.0,3530000000.0,7937000000.0,3.334,2010-07-30,2273000000.0,215000000.0,2058000000.0,0.259,2273000000.0,582000000.0,0.0,1149000000.0,0.029,0.158,4174000000.0,4174000000.0,5323000000.0,5323000000.0,4185000000.0,0.52,0.52,0.51,0.0,111459800000.0,9.0,6.496,1,2438000000.0,0.438,4481000000.0,0.672,7235000000.0,1298000000.0,-11000000.0,3345000000.0,42032000000.0,,17652000000.0,12789000000.0,4863000000.0,-115000000.0,-58000000.0,3913000000.0,114700800000.0,526000000.0,-33000000.0,-990000000.0,-1970000000.0,3486000000.0,-919000000.0,2887000000.0,2887000000.0,2887000000.0,0.0,0.0,3254000000.0,3981000000.0,-877000000.0,0.304,Q,0.0,12.116,2.796,2.502,11.977,2.794,0.268,16946000000.0,2010-06-26,1666000000.0,,,,,10765000000.0,10765000000.0,1.935,1584000000.0,172000000.0,1.0,20.6,45841000000.0,45841000000.0,5568000000.0,53210000000.0,9.565,1206000000.0,760000000.0,INTC,11850000000.0,2126000000.0,2430000000.0,2020-04-24,5563000000.0,5711000000.0,18527000000.0
0.443,414000000.0,27020000000.0,,55773000000.0,,23724000000.0,32049000000.0,,7.759,2010-03-31,-928000000.0,4988000000.0,4988000000.0,2442000000.0,3770000000.0,8912000000.0,2.662,2010-05-03,2382000000.0,330000000.0,2052000000.0,0.3,2382000000.0,653000000.0,0.0,1141000000.0,0.025,0.0,3417000000.0,3417000000.0,4558000000.0,4558000000.0,3446000000.0,0.44,0.44,0.43,0.0,126812640000.0,15.0,9.726,1,3151000000.0,0.57,4452000000.0,0.634,6529000000.0,1004000000.0,-29000000.0,2986000000.0,39803000000.0,,16606000000.0,11354000000.0,5252000000.0,158000000.0,225000000.0,3961000000.0,129418640000.0,1001000000.0,-37000000.0,-406000000.0,-2672000000.0,4079000000.0,-1711000000.0,2442000000.0,2442000000.0,2442000000.0,0.0,0.0,3081000000.0,3448000000.0,-870000000.0,0.0,Q,0.0,20.935,3.381,3.017,20.584,3.359,0.237,17028000000.0,2010-03-27,1564000000.0,,,,,10299000000.0,10299000000.0,1.863,1514000000.0,246000000.0,1.0,23.26,42900000000.0,42900000000.0,5564000000.0,51321000000.0,9.282,1423000000.0,1797000000.0,INTC,12873000000.0,1912000000.0,2192000000.0,2020-04-24,5529000000.0,5681000000.0,14812000000.0
