EBITDAMargin,accumulatedOtherComprehensiveIncome,accumulatedRetainedEarningsDeficit,assetTurnover,assets,assetsAverage,assetsCurrent,assetsNonCurrent,averageEquity,bookValuePerShare,calendarDate,capitalExpenditure,cashAndEquivalents,cashAndEquivalentsUSD,consolidatedIncome,costOfRevenue,currentLiabilities,currentRatio,dateKey,debt,debtCurrent,debtNonCurrent,debtToEquityRatio,debtUSD,deferredRevenue,deposits,depreciationAmortizationAndAccretion,dividendYield,dividendsPerBasicCommonShare,earningBeforeInterestTaxes,earningBeforeInterestTaxesUSD,earningsBeforeInterestTaxesDepreciationAmortization,earningsBeforeInterestTaxesDepreciationAmortizationUSD,earningsBeforeTax,earningsPerBasicShare,earningsPerBasicShareUSD,earningsPerDilutedShare,effectOfExchangeRateChangesOnCash,enterpriseValue,enterpriseValueOverEBIT,enterpriseValueOverEBITDA,foreignCurrencyUSDExchangeRate,freeCashFlow,freeCashFlowPerShare,goodwillAndIntangibleAssets,grossMargin,grossProfit,incomeTaxExpense,interestExpense,inventory,investedCapital,investedCapitalAverage,investments,investmentsCurrent,investmentsNonCurrent,issuanceDebtSecurities,issuanceEquityShares,liabilitiesNonCurrent,marketCapitalization,netCashFlow,netCashFlowBusinessAcquisitionsDisposals,netCashFlowFromFinancing,netCashFlowFromInvesting,netCashFlowFromOperations,netCashFlowInvestmentAcquisitionsDisposals,netIncome,netIncomeCommonStock,netIncomeCommonStockUSD,netIncomeToNonControllingInterests,netLossIncomeFromDiscontinuedOperations,operatingExpenses,operatingIncome,paymentDividendsOtherCashDistributions,payoutRatio,period,preferredDividendsIncomeStatementImpact,priceEarnings,priceSales,priceToBookValue,priceToEarningsRatio,priceToSalesRatio,profitMargin,propertyPlantEquipmentNet,reportPeriod,researchAndDevelopmentExpense,returnOnAverageAssets,returnOnAverageEquity,returnOnInvestedCapital,returnOnSales,revenues,revenuesUSD,salesPerShare,sellingGeneralAndAdministrativeExpense,shareBasedCompensation,shareFactor,sharePriceAdjustedClose,shareholdersEquity,shareholdersEquityUSD,shares,tangibleAssetValue,tangibleAssetsBookValuePerShare,taxAssets,taxLiabilities,ticker,totalLiabilities,tradeAndNonTradePayables,tradeAndNonTradeReceivables,updated,weightedAverageShares,weightedAverageSharesDiluted,workingCapital
0.299,-21602000000.0,130042000000.0,,126223000000.0,,51350000000.0,74873000000.0,,21.25,2013-12-31,-1059000000.0,10716000000.0,10716000000.0,6184000000.0,13383000000.0,40154000000.0,1.279,2014-02-25,39718000000.0,6862000000.0,32856000000.0,4.532,39718000000.0,16665000000.0,0.0,1214000000.0,0.021,1.9,7075000000.0,7075000000.0,8289000000.0,8289000000.0,6962000000.0,5.71,5.71,5.67,32000000.0,219806867088.0,11.0,8.934,1,5469000000.0,5.099,35055000000.0,0.517,14316000000.0,778000000.0,113000000.0,2310000000.0,80016000000.0,,4989000000.0,350000000.0,4639000000.0,3561000000.0,-5549000000.0,63140000000.0,190804867088.0,644000000.0,-444000000.0,-3013000000.0,-2903000000.0,6528000000.0,-1399000000.0,6184000000.0,6184000000.0,6184000000.0,0.0,0.0,7241000000.0,7075000000.0,-1025000000.0,0.333,Q,0.0,11.576,1.913,8.372,12.167,2.01,0.223,13821000000.0,2013-12-31,1565000000.0,,,,,27699000000.0,27699000000.0,25.825,5990000000.0,159000000.0,1.0,183.23,22792000000.0,22792000000.0,1041340758.0,91168000000.0,85.001,4702000000.0,4633000000.0,IBM,103294000000.0,7461000000.0,44591000000.0,2020-02-26,1072546416.0,1080068624.0,11196000000.0
0.257,-24971000000.0,124885000000.0,,117845000000.0,,47533000000.0,70312000000.0,,18.221,2013-09-30,-1041000000.0,10072000000.0,10072000000.0,4041000000.0,12341000000.0,39222000000.0,1.212,2013-10-29,36180000000.0,7702000000.0,28478000000.0,4.922,36180000000.0,15745000000.0,0.0,1175000000.0,0.02,0.95,4910000000.0,4910000000.0,6085000000.0,6085000000.0,4813000000.0,3.7,3.7,3.68,129000000.0,223863800232.0,11.0,8.811,1,2719000000.0,2.492,34885000000.0,0.48,11379000000.0,772000000.0,97000000.0,2492000000.0,69846000000.0,,4878000000.0,160000000.0,4718000000.0,1958000000.0,-1748000000.0,58615000000.0,197755800232.0,514000000.0,-2148000000.0,-827000000.0,-2547000000.0,3760000000.0,641000000.0,4041000000.0,4041000000.0,4041000000.0,0.0,0.0,6470000000.0,4909000000.0,-1037000000.0,0.257,Q,0.0,12.259,1.951,9.949,12.56,1.96,0.17,13877000000.0,2013-09-30,1468000000.0,,,,,23720000000.0,23720000000.0,21.744,5255000000.0,150000000.0,1.0,182.12,19877000000.0,19877000000.0,1085854383.0,82960000000.0,76.047,5434000000.0,4746000000.0,IBM,97837000000.0,6263000000.0,40009000000.0,2020-02-26,1090900000.0,1098800000.0,8311000000.0
0.216,-25774000000.0,121883000000.0,,115153000000.0,,47911000000.0,67242000000.0,,16.129,2013-06-30,-938000000.0,9558000000.0,9558000000.0,3226000000.0,12792000000.0,41037000000.0,1.168,2013-07-31,34122000000.0,7830000000.0,26292000000.0,5.478,34122000000.0,16407000000.0,0.0,1136000000.0,0.018,0.95,4242000000.0,4242000000.0,5378000000.0,5378000000.0,4144000000.0,2.93,2.93,2.91,-12000000.0,238215852518.0,11.0,9.264,1,2236000000.0,2.031,32264000000.0,0.487,12132000000.0,918000000.0,98000000.0,2389000000.0,66416000000.0,,5520000000.0,799000000.0,4721000000.0,973000000.0,-3251000000.0,56232000000.0,213651852518.0,-1027000000.0,-119000000.0,-3327000000.0,-864000000.0,3174000000.0,195000000.0,3226000000.0,3226000000.0,3226000000.0,0.0,0.0,7890000000.0,4242000000.0,-1048000000.0,0.324,Q,0.0,13.425,2.087,12.033,13.774,2.097,0.129,13356000000.0,2013-06-30,1548000000.0,,,,,24924000000.0,24924000000.0,22.64,6680000000.0,161000000.0,1.0,195.04,17756000000.0,17756000000.0,1095425823.0,82889000000.0,75.292,5734000000.0,4708000000.0,IBM,97269000000.0,6821000000.0,40664000000.0,2020-02-26,1100900000.0,1109400000.0,6874000000.0
0.207,-25466000000.0,119713000000.0,,117258000000.0,,48949000000.0,68309000000.0,,17.143,2013-03-31,-730000000.0,10585000000.0,10585000000.0,3032000000.0,12730000000.0,42122000000.0,1.162,2013-04-30,33397000000.0,8725000000.0,24672000000.0,5.135,33397000000.0,17380000000.0,0.0,1153000000.0,0.017,0.0,3700000000.0,3700000000.0,4853000000.0,4853000000.0,3606000000.0,2.72,2.72,2.7,-121000000.0,247387216966.0,11.0,9.235,1,3293000000.0,2.957,32626000000.0,0.456,10678000000.0,574000000.0,94000000.0,2421000000.0,65322000000.0,,6418000000.0,1407000000.0,5011000000.0,469000000.0,-2237000000.0,55922000000.0,224575216966.0,173000000.0,-48000000.0,-2716000000.0,-1012000000.0,4023000000.0,-235000000.0,3032000000.0,3032000000.0,3032000000.0,0.0,0.0,6978000000.0,3700000000.0,-948000000.0,0.0,Q,0.0,13.553,2.175,11.763,13.863,2.185,0.13,13597000000.0,2013-03-31,1644000000.0,,,,,23408000000.0,23408000000.0,21.018,5577000000.0,144000000.0,1.0,202.54,19092000000.0,19092000000.0,1108794396.0,84632000000.0,75.992,5819000000.0,4678000000.0,IBM,98044000000.0,7203000000.0,40142000000.0,2020-02-26,1113700000.0,1124000000.0,6827000000.0
0.31,-25759000000.0,117641000000.0,,119213000000.0,,49433000000.0,69780000000.0,,16.767,2012-12-31,-982000000.0,10412000000.0,10412000000.0,5833000000.0,14137000000.0,43625000000.0,1.133,2013-02-26,33269000000.0,9181000000.0,24088000000.0,5.314,33269000000.0,16443000000.0,0.0,1152000000.0,0.017,1.7,7940000000.0,7940000000.0,9092000000.0,9092000000.0,7831000000.0,5.15,5.15,5.1,40000000.0,244800475797.0,11.0,9.054,1,5364000000.0,4.769,33034000000.0,0.518,15167000000.0,1998000000.0,109000000.0,2287000000.0,65411000000.0,,5738000000.0,717000000.0,5021000000.0,-169000000.0,-2665000000.0,56604000000.0,221943475797.0,-1498000000.0,-1444000000.0,-3791000000.0,-4092000000.0,6346000000.0,-1668000000.0,5833000000.0,5833000000.0,5833000000.0,0.0,0.0,7227000000.0,7940000000.0,-957000000.0,0.33,Q,0.0,13.367,2.124,11.768,13.705,2.177,0.199,13996000000.0,2012-12-31,1580000000.0,,,,,29304000000.0,29304000000.0,26.052,5921000000.0,178000000.0,1.0,199.14,18860000000.0,18860000000.0,1114509771.0,86179000000.0,76.615,5388000000.0,4948000000.0,IBM,100229000000.0,7952000000.0,43390000000.0,2020-02-26,1124834084.0,1136397268.0,5808000000.0
0.258,-20720000000.0,112773000000.0,,115778000000.0,,48141000000.0,67637000000.0,,18.942,2012-09-30,-1045000000.0,11909000000.0,11909000000.0,3824000000.0,13016000000.0,39499000000.0,1.219,2012-10-30,33667000000.0,9334000000.0,24333000000.0,4.369,33667000000.0,15493000000.0,0.0,1191000000.0,0.017,0.85,5199000000.0,5199000000.0,6390000000.0,6390000000.0,5075000000.0,3.36,3.36,3.33,37000000.0,240140045964.0,11.0,9.055,1,3469000000.0,3.05,31835000000.0,0.474,11731000000.0,1251000000.0,124000000.0,2586000000.0,66202000000.0,,5351000000.0,345000000.0,5006000000.0,1167000000.0,-2706000000.0,54613000000.0,218382045964.0,1045000000.0,233000000.0,-2507000000.0,-999000000.0,4514000000.0,-185000000.0,3824000000.0,3824000000.0,3824000000.0,0.0,0.0,6533000000.0,5198000000.0,-968000000.0,0.253,Q,0.0,13.43,2.086,10.138,13.766,2.099,0.155,14027000000.0,2012-09-30,1534000000.0,,,,,24747000000.0,24747000000.0,21.761,5908000000.0,182000000.0,1.0,193.27,21541000000.0,21541000000.0,1129932457.0,83943000000.0,73.816,4077000000.0,2147000000.0,IBM,94112000000.0,7085000000.0,37554000000.0,2020-02-26,1137200000.0,1149300000.0,8642000000.0
0.25,-21498000000.0,109928000000.0,,113832000000.0,,47392000000.0,66440000000.0,,17.817,2012-06-30,-1278000000.0,10864000000.0,10864000000.0,3881000000.0,13502000000.0,38903000000.0,1.218,2012-07-31,32435000000.0,7669000000.0,24766000000.0,4.556,32435000000.0,16200000000.0,0.0,1176000000.0,0.016,0.85,5278000000.0,5278000000.0,6454000000.0,6454000000.0,5161000000.0,3.38,3.38,3.34,-360000000.0,245531964932.0,11.0,9.28,1,3157000000.0,2.748,31392000000.0,0.476,12281000000.0,1280000000.0,117000000.0,2758000000.0,65108000000.0,,5053000000.0,323000000.0,4730000000.0,303000000.0,-2688000000.0,54366000000.0,223960964932.0,-971000000.0,-593000000.0,-3362000000.0,-1683000000.0,4435000000.0,188000000.0,3881000000.0,3881000000.0,3881000000.0,0.0,0.0,7003000000.0,5278000000.0,-978000000.0,0.251,Q,0.0,13.76,2.111,10.94,14.089,2.122,0.151,13865000000.0,2012-06-30,1587000000.0,,,,,25783000000.0,25783000000.0,22.44,5837000000.0,160000000.0,1.0,195.98,20472000000.0,20472000000.0,1142774594.0,82440000000.0,71.749,4273000000.0,2183000000.0,IBM,93269000000.0,7482000000.0,37652000000.0,2020-02-26,1149000000.0,1161900000.0,8489000000.0
0.207,-21115000000.0,107036000000.0,,115347000000.0,,48847000000.0,66500000000.0,,17.86,2012-03-31,-1002000000.0,11835000000.0,11835000000.0,3066000000.0,13555000000.0,38209000000.0,1.278,2012-04-24,32053000000.0,6293000000.0,25760000000.0,4.568,32053000000.0,17173000000.0,0.0,1157000000.0,0.015,0.75,3945000000.0,3945000000.0,5102000000.0,5102000000.0,3835000000.0,2.65,2.65,2.61,167000000.0,250914878800.0,12.0,9.58,1,3289000000.0,2.838,31109000000.0,0.451,11118000000.0,769000000.0,110000000.0,2754000000.0,66247000000.0,,5322000000.0,500000000.0,4822000000.0,951000000.0,-2396000000.0,56354000000.0,230696878800.0,-87000000.0,-1319000000.0,-2316000000.0,-2230000000.0,4291000000.0,90000000.0,3066000000.0,3066000000.0,3066000000.0,0.0,0.0,7174000000.0,3944000000.0,-870000000.0,0.283,Q,0.0,14.366,2.156,11.144,14.738,2.167,0.124,13946000000.0,2012-03-31,1601000000.0,,,,,24673000000.0,24673000000.0,21.286,5886000000.0,168000000.0,1.0,200.0,20701000000.0,20701000000.0,1153484394.0,84238000000.0,72.675,4717000000.0,2184000000.0,IBM,94563000000.0,7416000000.0,37390000000.0,2020-02-26,1159100000.0,1174200000.0,10638000000.0
0.291,-21885000000.0,104857000000.0,,116433000000.0,,50928000000.0,65505000000.0,,17.18,2011-12-31,-1058000000.0,11922000000.0,11922000000.0,5490000000.0,14764000000.0,42123000000.0,1.209,2012-02-28,31320000000.0,8463000000.0,22857000000.0,4.777,31320000000.0,16044000000.0,0.0,1188000000.0,0.015,0.75,7387000000.0,7387000000.0,8575000000.0,8575000000.0,7274000000.0,4.65,4.65,4.58,-163000000.0,248789845742.0,12.0,9.485,1,6038000000.0,5.151,29605000000.0,0.499,14722000000.0,1784000000.0,113000000.0,2595000000.0,64103000000.0,,4895000000.0,0.0,4895000000.0,1227000000.0,-3157000000.0,54074000000.0,229391845742.0,619000000.0,-1578000000.0,-2810000000.0,-3505000000.0,7096000000.0,-868000000.0,5490000000.0,5490000000.0,5490000000.0,0.0,0.0,7335000000.0,7387000000.0,-880000000.0,0.161,Q,0.0,14.468,2.146,11.391,14.942,2.216,0.186,13883000000.0,2011-12-31,1555000000.0,,,,,29486000000.0,29486000000.0,25.154,6076000000.0,199000000.0,1.0,197.98,20138000000.0,20138000000.0,1158661712.0,86828000000.0,74.072,5104000000.0,3313000000.0,IBM,96197000000.0,8517000000.0,40337000000.0,2020-02-26,1172204024.0,1188771940.0,8805000000.0
0.242,-18099000000.0,100266000000.0,,110158000000.0,,45373000000.0,64785000000.0,,18.754,2011-09-30,-992000000.0,11303000000.0,11303000000.0,3839000000.0,13984000000.0,36028000000.0,1.259,2011-10-25,30160000000.0,6071000000.0,24089000000.0,3.938,30160000000.0,14886000000.0,0.0,1192000000.0,0.016,0.75,5134000000.0,5134000000.0,6326000000.0,6326000000.0,5027000000.0,3.23,3.23,3.19,-615000000.0,231432572780.0,11.0,8.92,1,3687000000.0,3.102,27946000000.0,0.465,12173000000.0,1188000000.0,107000000.0,2663000000.0,65041000000.0,,5422000000.0,0.0,5422000000.0,191000000.0,-2966000000.0,51753000000.0,212575572780.0,-411000000.0,-64000000.0,-3669000000.0,-805000000.0,4679000000.0,250000000.0,3839000000.0,3839000000.0,3839000000.0,0.0,0.0,7038000000.0,5135000000.0,-893000000.0,0.232,Q,0.0,13.607,1.997,9.536,14.08,2.014,0.147,13887000000.0,2011-09-30,1546000000.0,,,,,26157000000.0,26157000000.0,22.007,5662000000.0,166000000.0,1.0,180.36,22291000000.0,22291000000.0,1178618168.0,82212000000.0,69.167,3817000000.0,2360000000.0,IBM,87781000000.0,7093000000.0,34817000000.0,2020-02-26,1188600000.0,1204900000.0,9345000000.0
0.232,-17109000000.0,97334000000.0,,113474000000.0,,46937000000.0,66537000000.0,,19.196,2011-06-30,-951000000.0,11714000000.0,11714000000.0,3664000000.0,14282000000.0,39843000000.0,1.178,2011-07-26,29773000000.0,7858000000.0,21915000000.0,3.903,29773000000.0,16301000000.0,0.0,1207000000.0,0.015,0.75,4982000000.0,4982000000.0,6189000000.0,6189000000.0,4885000000.0,3.04,3.04,3.0,159000000.0,236528314053.0,11.0,9.242,1,3328000000.0,2.762,28814000000.0,0.464,12384000000.0,1221000000.0,97000000.0,2573000000.0,62876000000.0,,5379000000.0,50000000.0,5329000000.0,-698000000.0,-3302000000.0,50420000000.0,218469314053.0,-1048000000.0,-104000000.0,-4903000000.0,-584000000.0,4279000000.0,471000000.0,3664000000.0,3664000000.0,3664000000.0,0.0,0.0,7401000000.0,4983000000.0,-905000000.0,0.247,Q,0.0,14.211,2.089,9.447,14.705,2.108,0.137,14239000000.0,2011-06-30,1569000000.0,,,,,26666000000.0,26666000000.0,22.133,6030000000.0,162000000.0,1.0,182.93,23127000000.0,23127000000.0,1194278216.0,84660000000.0,70.269,4434000000.0,2363000000.0,IBM,90263000000.0,7112000000.0,36803000000.0,2020-02-26,1204800000.0,1221400000.0,7094000000.0
0.209,-18119000000.0,94590000000.0,,112960000000.0,,47524000000.0,65436000000.0,,18.549,2011-03-31,-1058000000.0,12763000000.0,12763000000.0,2863000000.0,13749000000.0,40387000000.0,1.177,2011-04-26,30257000000.0,8508000000.0,21749000000.0,3.978,30257000000.0,16544000000.0,0.0,1228000000.0,0.015,0.0,3910000000.0,3910000000.0,5138000000.0,5138000000.0,3817000000.0,2.34,2.34,2.31,126000000.0,221569121698.0,11.0,8.774,1,2734000000.0,2.237,28732000000.0,0.441,10858000000.0,954000000.0,93000000.0,2549000000.0,61335000000.0,,5862000000.0,482000000.0,5380000000.0,1650000000.0,-3168000000.0,49798000000.0,204075121698.0,2102000000.0,-51000000.0,-2314000000.0,498000000.0,3792000000.0,1607000000.0,2863000000.0,2863000000.0,2863000000.0,0.0,0.0,6949000000.0,3909000000.0,-795000000.0,0.0,Q,0.0,13.519,2.008,9.002,13.983,2.026,0.116,14208000000.0,2011-03-31,1587000000.0,,,,,24607000000.0,24607000000.0,20.133,5826000000.0,170000000.0,1.0,168.49,22671000000.0,22671000000.0,1211200200.0,84228000000.0,68.915,4771000000.0,2531000000.0,IBM,90185000000.0,6747000000.0,35912000000.0,2020-02-26,1222200000.0,1240000000.0,7137000000.0
0.286,-18743000000.0,92532000000.0,,113452000000.0,,48116000000.0,65336000000.0,,18.582,2010-12-31,-1103000000.0,10661000000.0,10661000000.0,5257000000.0,14792000000.0,40562000000.0,1.186,2011-02-22,28624000000.0,6778000000.0,21846000000.0,3.917,28624000000.0,15246000000.0,0.0,1235000000.0,0.016,1.3,7056000000.0,7056000000.0,8291000000.0,8291000000.0,6955000000.0,4.2,4.2,4.14,-52000000.0,215466895688.0,11.0,8.646,1,5692000000.0,4.589,28624000000.0,0.49,14226000000.0,1698000000.0,101000000.0,2450000000.0,62229000000.0,,6768000000.0,990000000.0,5778000000.0,1402000000.0,-2452000000.0,49717000000.0,197503895688.0,802000000.0,-2874000000.0,-1860000000.0,-4082000000.0,6795000000.0,-106000000.0,5257000000.0,5257000000.0,5257000000.0,0.0,0.0,7170000000.0,7056000000.0,-808000000.0,0.31,Q,0.0,13.315,1.978,8.57,13.854,2.057,0.181,14096000000.0,2010-12-31,1578000000.0,,,,,29018000000.0,29018000000.0,23.397,5951000000.0,155000000.0,1.0,161.95,23046000000.0,23046000000.0,1219536250.0,84828000000.0,68.396,4784000000.0,4216000000.0,IBM,90279000000.0,7804000000.0,38773000000.0,2020-02-26,1240256808.0,1258421552.0,7554000000.0
0.246,-17479000000.0,88095000000.0,,107174000000.0,,44469000000.0,62705000000.0,,17.717,2010-09-30,-1008000000.0,9859000000.0,9859000000.0,3589000000.0,13270000000.0,35443000000.0,1.255,2010-10-26,27455000000.0,5556000000.0,21899000000.0,3.814,27455000000.0,13986000000.0,0.0,1203000000.0,0.017,0.65,4772000000.0,4772000000.0,5975000000.0,5975000000.0,4677000000.0,2.86,2.86,2.82,218000000.0,192358941142.0,10.0,7.897,1,3543000000.0,2.823,25750000000.0,0.453,11001000000.0,1088000000.0,95000000.0,2629000000.0,63577000000.0,,7393000000.0,1227000000.0,6166000000.0,218000000.0,-2855000000.0,49372000000.0,174762941142.0,-466000000.0,-1984000000.0,-3455000000.0,-1780000000.0,4551000000.0,1212000000.0,3589000000.0,3589000000.0,3589000000.0,0.0,0.0,6229000000.0,4772000000.0,-818000000.0,0.227,Q,0.0,12.146,1.782,7.859,12.605,1.8,0.148,14009000000.0,2010-09-30,1464000000.0,,,,,24271000000.0,24271000000.0,19.336,5149000000.0,154000000.0,1.0,140.67,22238000000.0,22238000000.0,1242361137.0,81424000000.0,64.869,4549000000.0,2908000000.0,IBM,84815000000.0,7084000000.0,33944000000.0,2020-02-26,1255200000.0,1272800000.0,9026000000.0
0.247,-18510000000.0,85323000000.0,,103420000000.0,,44895000000.0,58525000000.0,,16.47,2010-06-30,-969000000.0,10325000000.0,10325000000.0,3386000000.0,12915000000.0,34993000000.0,1.283,2010-07-27,26650000000.0,5633000000.0,21017000000.0,3.905,26650000000.0,14012000000.0,0.0,1183000000.0,0.018,0.65,4666000000.0,4666000000.0,5849000000.0,5849000000.0,4576000000.0,2.65,2.65,2.61,-220000000.0,178563198401.0,9.0,7.41,1,2797000000.0,2.188,23070000000.0,0.456,10809000000.0,1190000000.0,90000000.0,2595000000.0,61682000000.0,,7954000000.0,1916000000.0,6038000000.0,249000000.0,-3162000000.0,47251000000.0,162238198401.0,-2147000000.0,-185000000.0,-3746000000.0,-1946000000.0,3766000000.0,-792000000.0,3386000000.0,3386000000.0,3386000000.0,0.0,0.0,6144000000.0,4665000000.0,-833000000.0,0.245,Q,0.0,11.577,1.666,7.704,11.977,1.689,0.143,13534000000.0,2010-06-30,1475000000.0,,,,,23724000000.0,23724000000.0,18.555,5061000000.0,151000000.0,1.0,128.63,21059000000.0,21059000000.0,1261278072.0,80350000000.0,62.842,4566000000.0,2895000000.0,IBM,82244000000.0,7233000000.0,32677000000.0,2020-02-26,1278600000.0,1296700000.0,9902000000.0
0.21,-18178000000.0,82783000000.0,,105208000000.0,,45697000000.0,59511000000.0,,16.933,2010-03-31,-904000000.0,12472000000.0,12472000000.0,2601000000.0,12880000000.0,34575000000.0,1.322,2010-04-27,26319000000.0,5014000000.0,21305000000.0,3.77,26319000000.0,14912000000.0,0.0,1210000000.0,0.017,0.0,3597000000.0,3597000000.0,4807000000.0,4807000000.0,3515000000.0,2.0,2.0,1.97,-81000000.0,179039024659.0,9.0,7.506,1,3533000000.0,2.715,23507000000.0,0.436,9977000000.0,914000000.0,82000000.0,2524000000.0,60973000000.0,,7299000000.0,1505000000.0,5794000000.0,481000000.0,-3132000000.0,48484000000.0,165192024659.0,289000000.0,-824000000.0,-3368000000.0,-699000000.0,4437000000.0,1029000000.0,2601000000.0,2601000000.0,2601000000.0,0.0,0.0,6380000000.0,3597000000.0,-718000000.0,0.0,Q,0.0,12.031,1.705,7.497,12.351,1.73,0.114,13841000000.0,2010-03-31,1509000000.0,,,,,22857000000.0,22857000000.0,17.566,5677000000.0,169000000.0,1.0,128.82,22033000000.0,22033000000.0,1282347653.0,81701000000.0,62.789,5102000000.0,2775000000.0,IBM,83059000000.0,6345000000.0,33053000000.0,2020-02-26,1301200000.0,1321600000.0,11122000000.0
0.284,-18830000000.0,80900000000.0,,109022000000.0,,48935000000.0,60087000000.0,,17.171,2009-12-31,-1150000000.0,12183000000.0,12183000000.0,4813000000.0,14085000000.0,36002000000.0,1.359,2010-02-23,26100000000.0,4168000000.0,21932000000.0,3.811,26100000000.0,14407000000.0,0.0,1265000000.0,0.017,1.1,6462000000.0,6462000000.0,7727000000.0,7727000000.0,6381000000.0,3.65,3.65,3.59,-95000000.0,178188968699.0,10.0,7.572,1,5298000000.0,4.019,22703000000.0,0.483,13145000000.0,1568000000.0,81000000.0,2494000000.0,64234000000.0,,7170000000.0,1791000000.0,5379000000.0,1034000000.0,-1514000000.0,50265000000.0,164271968699.0,2652000000.0,-1075000000.0,-1206000000.0,-2495000000.0,6448000000.0,-270000000.0,4813000000.0,4813000000.0,4813000000.0,0.0,0.0,6682000000.0,6463000000.0,-727000000.0,0.301,Q,0.0,12.236,1.715,7.257,12.496,1.753,0.177,14165000000.0,2009-12-31,1460000000.0,,,,,27230000000.0,27230000000.0,20.655,5560000000.0,142000000.0,1.0,126.46,22637000000.0,22637000000.0,1299003390.0,86319000000.0,65.476,5925000000.0,3826000000.0,IBM,86267000000.0,7436000000.0,37437000000.0,2020-02-26,1318329640.0,1340611016.0,12933000000.0
0.243,-20487000000.0,76812000000.0,,103675000000.0,,43446000000.0,60229000000.0,,13.937,2009-09-30,-974000000.0,9532000000.0,9532000000.0,3214000000.0,12938000000.0,32960000000.0,1.318,2009-10-27,25468000000.0,4885000000.0,20583000000.0,4.63,25468000000.0,13051000000.0,0.0,1258000000.0,0.017,0.55,4457000000.0,4457000000.0,5715000000.0,5715000000.0,4373000000.0,2.44,2.44,2.4,160000000.0,174422194228.0,10.0,7.542,1,4224000000.0,3.2,21708000000.0,0.451,10628000000.0,1159000000.0,84000000.0,2546000000.0,64943000000.0,,7031000000.0,1980000000.0,5051000000.0,-4492000000.0,51000000.0,52222000000.0,158486194228.0,-2147000000.0,25000000.0,-5168000000.0,-2337000000.0,5198000000.0,-1390000000.0,3214000000.0,3214000000.0,3214000000.0,0.0,0.0,6170000000.0,4458000000.0,-726000000.0,0.225,Q,0.0,12.155,1.659,8.615,12.349,1.667,0.136,14189000000.0,2009-09-30,1446000000.0,,,,,23566000000.0,23566000000.0,17.854,5013000000.0,147000000.0,1.0,120.65,18396000000.0,18396000000.0,1313602936.0,81967000000.0,62.101,8173000000.0,2213000000.0,IBM,85182000000.0,6145000000.0,33851000000.0,2020-02-26,1319900000.0,1338200000.0,10486000000.0
0.241,-21043000000.0,74328000000.0,,103655000000.0,,44435000000.0,59220000000.0,,11.598,2009-06-30,-863000000.0,11678000000.0,11678000000.0,3103000000.0,12669000000.0,36430000000.0,1.22,2009-07-28,29372000000.0,8504000000.0,20868000000.0,5.734,29372000000.0,13618000000.0,0.0,1242000000.0,0.017,0.55,4363000000.0,4363000000.0,5605000000.0,5605000000.0,4262000000.0,2.34,2.34,2.32,235000000.0,171434425911.0,10.0,7.504,1,3878000000.0,2.924,21317000000.0,0.455,10581000000.0,1159000000.0,101000000.0,2691000000.0,63602000000.0,,5661000000.0,848000000.0,4813000000.0,-1621000000.0,-1391000000.0,51752000000.0,153740425911.0,-616000000.0,-79000000.0,-3743000000.0,-1849000000.0,4741000000.0,-906000000.0,3103000000.0,3103000000.0,3103000000.0,0.0,0.0,6219000000.0,4362000000.0,-732000000.0,0.235,Q,0.0,12.154,1.581,9.996,12.45,1.599,0.133,13948000000.0,2009-06-30,1434000000.0,,,,,23250000000.0,23250000000.0,17.533,5115000000.0,132000000.0,1.0,117.28,15380000000.0,15380000000.0,1310883577.0,82338000000.0,62.09,8414000000.0,2259000000.0,IBM,88182000000.0,5869000000.0,34053000000.0,2020-02-26,1326100000.0,1336900000.0,8005000000.0
0.207,-21649000000.0,71968000000.0,,101944000000.0,,43995000000.0,57949000000.0,,10.118,2009-03-31,-760000000.0,12294000000.0,12294000000.0,2295000000.0,12280000000.0,37425000000.0,1.176,2009-04-28,30976000000.0,9870000000.0,21106000000.0,6.489,30976000000.0,13637000000.0,0.0,1229000000.0,0.02,0.0,3258000000.0,3258000000.0,4487000000.0,4487000000.0,3122000000.0,1.71,1.71,1.7,-202000000.0,153385243107.0,9.0,6.786,1,3626000000.0,2.697,20791000000.0,0.434,9431000000.0,827000000.0,136000000.0,2759000000.0,62410000000.0,,4929000000.0,1000000.0,4928000000.0,-2384000000.0,-1523000000.0,50827000000.0,134703243107.0,-447000000.0,335000000.0,-4583000000.0,-48000000.0,4386000000.0,377000000.0,2295000000.0,2295000000.0,2295000000.0,0.0,0.0,6172000000.0,3259000000.0,-675000000.0,0.0,Q,0.0,10.942,1.336,9.904,11.202,1.359,0.106,13727000000.0,2009-03-31,1480000000.0,,,,,21711000000.0,21711000000.0,16.15,5264000000.0,137000000.0,1.0,101.94,13601000000.0,13601000000.0,1321397323.0,81153000000.0,60.368,7933000000.0,2032000000.0,IBM,88252000000.0,5878000000.0,33498000000.0,2020-02-26,1344300000.0,1349500000.0,6570000000.0
